title,description,subjects,preprocesado_lema,preprocesado,texto_limpio,contador_palabras,subjects_old
The Pied Piper of Hamelin,"The Pied Piper pipes the village free of rats, and when the villagers refuse to pay him for the service he exacts a terrible revenge.",['literature'],pied piper pipe village free rat when villager refuse pay he service he exact terrible revenge,pied piper pipes village free rats when villagers refuse pay him service he exacts terrible revenge,"The Pied Piper pipes the village free of rats, and when the villagers refuse to pay him for the service he exacts a terrible revenge.",16,['poetry']
Faerie queene,"The Faerie Queene was one of the most influential poems in the English language. Dedicating his work to Elizabeth I, Spenser brilliantly united Arthurian romance and Italian renaissance epic to celebrate the glory of the Virgin Queen. Each book of the poem recounts the quest of a knight to achieve a virtue: the Red Crosse Knight of Holinesse, who must slay a dragon and free himself from the witch Duessa; Sir Guyon, Knight of Temperance, who escapes the Cave of Mammon and destroys Acrasia’s Bowre of Bliss; and the lady-knight Britomart’s search for her Sir Artegall, revealed to her in an enchanted mirror. Although composed as a moral and political allegory, The Faerie Queene’s magical atmosphere captivated the imaginations of later poets from Milton to the Victorians.",['literature'],faerie queene one most influential poem english language dedicate his work elizabeth spenser brilliantly united arthurian romance italian renaissance epic celebrate glory virgin queen each book poem recount quest knight achieve virtue red crosse knight holinesse who must slay dragon free himself witch duessa sir guyon knight temperance who escape cave mammon destroy acrasia bowre bliss lady knight britomart search her sir artegall reveal she enchanted mirror although compose moral political allegory faerie queene magical atmosphere captivate imagination later poet milton victorians,faerie queene one most influential poems english language dedicating his work elizabeth spenser brilliantly united arthurian romance italian renaissance epic celebrate glory virgin queen each book poem recounts quest knight achieve virtue red crosse knight holinesse who must slay dragon free himself witch duessa sir guyon knight temperance who escapes cave mammon destroys acrasia bowre bliss lady knight britomart search her sir artegall revealed her enchanted mirror although composed moral political allegory faerie queene magical atmosphere captivated imaginations later poets milton victorians,"The Faerie Queene was one of the most influential poems in the English language. Dedicating his work to Elizabeth I, Spenser brilliantly united Arthurian romance and Italian renaissance epic to celebrate the glory of the Virgin Queen. Each book of the poem recounts the quest of a knight to achieve a virtue: the Red Crosse Knight of Holinesse, who must slay a dragon and free himself from the witch Duessa; Sir Guyon, Knight of Temperance, who escapes the Cave of Mammon and destroys Acrasia’s Bowre of Bliss; and the lady knight Britomart’s search for her Sir Artegall, revealed to her in an enchanted mirror. Although composed as a moral and political allegory, The Faerie Queene’s magical atmosphere captivated the imaginations of later poets from Milton to the Victorians.",82,['poetry']
Bucolica,"""The Eclogues of Virgil gave definitive form to the pastoral mode, and these magically beautiful poems, so influential in so much subsequent literature, perhaps best exemplify what pastoral can do.""--BOOK JACKET. ""These songs made a world; it is a world all the more beautiful for being vulnerab1e to the intrusions of power and of natural calamity and loss.""--BOOK JACKET.

""A bilingual edition, The Eclogues of Virgil: A Translation includes concise, informative notes and an introduction that describes the fundamental role of this deeply original book in the great pastoral tradition.""--BOOK JACKET.",['literature'],eclogues virgil give definitive form pastoral mode magically beautiful poem influential much subsequent literature perhaps good exemplify what pastoral can book jacket song make world world all more beautiful vulnerab1e intrusion power natural calamity loss book jacket bilingual edition eclogues virgil translation include concise informative note introduction describe fundamental role deeply original book great pastoral tradition book jacket,eclogues virgil gave definitive form pastoral mode magically beautiful poems influential much subsequent literature perhaps best exemplify what pastoral can book jacket songs made world world all more beautiful vulnerab1e intrusions power natural calamity loss book jacket bilingual edition eclogues virgil translation includes concise informative notes introduction describes fundamental role deeply original book great pastoral tradition book jacket,"""The Eclogues of Virgil gave definitive form to the pastoral mode, and these magically beautiful poems, so influential in so much subsequent literature, perhaps best exemplify what pastoral can do.""  BOOK JACKET. ""These songs made a world; it is a world all the more beautiful for being vulnerab1e to the intrusions of power and of natural calamity and loss.""  BOOK JACKET.
""A bilingual edition, The Eclogues of Virgil: A Translation includes concise, informative notes and an introduction that describes the fundamental role of this deeply original book in the great pastoral tradition.""  BOOK JACKET.",58,['poetry']
The Barrack-Room Ballads of Rudyard Kipling,"For the modern reader of Kipling's Barrack-Room Ballads - among the most enduringly popular poems ever published in England - some explanation of their contemporary expressions and allusions and their military context is necessary if he is to appreciate them in their full glory. John Whitehead, critic and biographer who himself served with the Indian Army in Burma, has provided this in full measure in his entertaining and scholarly Introduction and comprehensive textual Notes. This Centenary Edition of the ballads is unlikely ever to be superseded.",['literature'],modern reader kipling barrack room ballads among most enduringly popular poem ever publish england some explanation contemporary expression allusion military context necessary he appreciate full glory john whitehead critic biographer who himself serve indian army burma provide full measure his entertaining scholarly introduction comprehensive textual notes centenary edition ballad unlikely ever supersede,modern reader kipling barrack room ballads among most enduringly popular poems ever published england some explanation contemporary expressions allusions military context necessary he appreciate full glory john whitehead critic biographer who himself served indian army burma provided full measure his entertaining scholarly introduction comprehensive textual notes centenary edition ballads unlikely ever superseded,"For the modern reader of Kipling's Barrack Room Ballads   among the most enduringly popular poems ever published in England   some explanation of their contemporary expressions and allusions and their military context is necessary if he is to appreciate them in their full glory. John Whitehead, critic and biographer who himself served with the Indian Army in Burma, has provided this in full measure in his entertaining and scholarly Introduction and comprehensive textual Notes. This Centenary Edition of the ballads is unlikely ever to be superseded.",52,['poetry']
Odes,"This groundbreaking new translation of Horace's most widely read collection of poetry is rendered in modern, metrical English verse rather than the more common free verse found in many other translations. Jeffrey H. Kaimowitz adapts the Roman poet's rich and metrically varied poetry to English formal verse, reproducing the works in a way that maintains fidelity to the tone, timbre, and style of the originals while conforming to the rules of English prosody. Each poem is true to the sense and aesthetic pleasure of the Latin and carries with it the dignity, concision, and movement characteristic of Horace's writing. Kaimowitz presents each translation with annotations, providing the context necessary for understanding and enjoying Horace's work. He also comments on textual instability and explains how he constructed his verse renditions to mirror Horatian Latin. --Publisher.",['literature'],groundbreaking new translation horace most widely read collection poetry render modern metrical english verse rather than more common free verse find many other translation jeffrey kaimowitz adapt roman poet rich metrically varied poetry english formal verse reproduce work way maintain fidelity tone timbre style original while conform rule english prosody each poem true sense aesthetic pleasure latin carry dignity concision movement characteristic horace writing kaimowitz present each translation annotation provide context necessary understand enjoy horace work he also comment textual instability explain how he construct his verse rendition mirror horatian latin publisher,groundbreaking new translation horace most widely read collection poetry rendered modern metrical english verse rather than more common free verse found many other translations jeffrey kaimowitz adapts roman poet rich metrically varied poetry english formal verse reproducing works way maintains fidelity tone timbre style originals while conforming rules english prosody each poem true sense aesthetic pleasure latin carries dignity concision movement characteristic horace writing kaimowitz presents each translation annotations providing context necessary understanding enjoying horace work he also comments textual instability explains how he constructed his verse renditions mirror horatian latin publisher,"This groundbreaking new translation of Horace's most widely read collection of poetry is rendered in modern, metrical English verse rather than the more common free verse found in many other translations. Jeffrey H. Kaimowitz adapts the Roman poet's rich and metrically varied poetry to English formal verse, reproducing the works in a way that maintains fidelity to the tone, timbre, and style of the originals while conforming to the rules of English prosody. Each poem is true to the sense and aesthetic pleasure of the Latin and carries with it the dignity, concision, and movement characteristic of Horace's writing. Kaimowitz presents each translation with annotations, providing the context necessary for understanding and enjoying Horace's work. He also comments on textual instability and explains how he constructed his verse renditions to mirror Horatian Latin.   Publisher.",92,['poetry']
The Rape of the Lock,"A satiric poem about Belinda and the evil Baron who wants to steal a lock of her hair, it is a commentary on the battle of the sexes and the contemporary social world of high society.",['literature'],satiric poem belinda evil baron who want steal lock her hair commentary battle sex contemporary social world high society,satiric poem belinda evil baron who wants steal lock her hair commentary battle sexes contemporary social world high society,"A satiric poem about Belinda and the evil Baron who wants to steal a lock of her hair, it is a commentary on the battle of the sexes and the contemporary social world of high society.",19,['poetry']
The Odyssey,A new translation of the epic poem retells the story of Odysseus's ten-year voyage home to Ithaca after the Trojan War.,['literature'],new translation epic poem retell story odysseus ten year voyage home ithaca after trojan war,new translation epic poem retells story odysseus ten year voyage home ithaca after trojan war,A new translation of the epic poem retells the story of Odysseus's ten year voyage home to Ithaca after the Trojan War.,15,['poetry']
A  child's garden of verses,"Rediscover the delight and innocence of childhood in these classic poems from celebrated author, Robert Louis Stevenson. From make-believe to climbing trees, bedtime stories to morning play and favourite cousins to beloved mothers. Here is a very special collection to be treasured forever.",['literature'],rediscover delight innocence childhood classic poem celebrated author robert louis stevenson make believe climb tree bedtime story morning play favourite cousin beloved mother here very special collection treasure forever,rediscover delight innocence childhood classic poems celebrated author robert louis stevenson make believe climbing trees bedtime stories morning play favourite cousins beloved mothers here very special collection treasured forever,"Rediscover the delight and innocence of childhood in these classic poems from celebrated author, Robert Louis Stevenson. From make believe to climbing trees, bedtime stories to morning play and favourite cousins to beloved mothers. Here is a very special collection to be treasured forever.",29,['poetry']
Satirae,"The Roman philosopher and dramatic critic Quintus Horatius Flaccus (65-3 B.C.), known in English as Horace, was also the most famous lyric poet of his age. Written in the troubled decade ending with the establishment of Augustus's regime, his Satires provide trenchant social commentary on men's perennial enslavement to money, power, fame, and sex. Not as frequently translated as his Odes, in recent decades the Satires have been rendered into prose or bland verse. Horace continues to influence modern lyric poetry, and our greatest poets continue to translate and marvel at his command of formal style, his economy of expression, his variety, and his mature humanism. Horace's comic genius has also had a profound influence on the Western literary tradition through such authors as Swift, Pope, and Boileau, but interest in the Satires has dwindled due to the difficulty of capturing Horace's wit and formality with the techniques of contemporary free verse. -- Publisher description.",['literature'],roman philosopher dramatic critic quintus horatius flaccus 65 bc know english horace also most famous lyric poet his age write troubled decade end establishment augustus regime his satire provide trenchant social commentary man perennial enslavement money power fame sex frequently translate his ode recent decade satire render into prose bland verse horace continue influence modern lyric poetry great poet continue translate marvel his command formal style his economy expression his variety his mature humanism horace comic genius also profound influence western literary tradition through such author swift pope boileau interest satire dwindle due difficulty capture horace wit formality technique contemporary free verse publisher description,roman philosopher dramatic critic quintus horatius flaccus 65 bc known english horace also most famous lyric poet his age written troubled decade ending establishment augustus regime his satires provide trenchant social commentary men perennial enslavement money power fame sex frequently translated his odes recent decades satires rendered into prose bland verse horace continues influence modern lyric poetry greatest poets continue translate marvel his command formal style his economy expression his variety his mature humanism horace comic genius also profound influence western literary tradition through such authors swift pope boileau interest satires dwindled due difficulty capturing horace wit formality techniques contemporary free verse publisher description,"The Roman philosopher and dramatic critic Quintus Horatius Flaccus (65 3 B.C.), known in English as Horace, was also the most famous lyric poet of his age. Written in the troubled decade ending with the establishment of Augustus's regime, his Satires provide trenchant social commentary on men's perennial enslavement to money, power, fame, and sex. Not as frequently translated as his Odes, in recent decades the Satires have been rendered into prose or bland verse. Horace continues to influence modern lyric poetry, and our greatest poets continue to translate and marvel at his command of formal style, his economy of expression, his variety, and his mature humanism. Horace's comic genius has also had a profound influence on the Western literary tradition through such authors as Swift, Pope, and Boileau, but interest in the Satires has dwindled due to the difficulty of capturing Horace's wit and formality with the techniques of contemporary free verse.    Publisher description.",104,['poetry']
Lalla Rookh,"Lalla Rookh is an Oriental romance by Thomas Moore, published in 1817. The title is taken from the name of the heroine, the daughter of the 17th-century Mughal emperor Aurangzeb. The work consists of four narrative poems with a connecting tale in prose. *Wikipedia*",['literature'],lalla rookh oriental romance thomas moore publish 1817 title take name heroine daughter 17th century mughal emperor aurangzeb work consist four narrative poem connect tale prose,lalla rookh oriental romance thomas moore published 1817 title taken name heroine daughter 17th century mughal emperor aurangzeb work consists four narrative poems connecting tale prose,"Lalla Rookh is an Oriental romance by Thomas Moore, published in 1817. The title is taken from the name of the heroine, the daughter of the 17th century Mughal emperor Aurangzeb. The work consists of four narrative poems with a connecting tale in prose. *Wikipedia*",26,['poetry']
Comus,"From what I have found it is about a woman who is kidnapped by a Greek god. Where she is tempted numerous times by him but decides to refrain from temptation. Her brothers who she was traveling with meet another being who tells them how to help their sister, but the question is will they be able to save her before she gives in.",['literature'],what find woman who kidnap greek god where she tempt numerous time he decide refrain temptation her brother who she travel meet another who tell how help sister question will able save she before she give,what found woman who kidnapped greek god where she tempted numerous times him decides refrain temptation her brothers who she traveling meet another who tells how help sister question will able save her before she gives,"From what I have found it is about a woman who is kidnapped by a Greek god. Where she is tempted numerous times by him but decides to refrain from temptation. Her brothers who she was traveling with meet another being who tells them how to help their sister, but the question is will they be able to save her before she gives in.",36,"['poetry', 'romance']"
Martín Fierro,"El Gaucho Martín Fierro es un poema narrativo, escrito en verso por José Hernández en 1872, obra literaria considerada ejemplar del género gauchesco. Tiene además una continuación, La vuelta de Martín Fierro, escrita en 1879, este último libro también es conocido como «La vuelta» y la primera parte, como «La ida». ""La ida"" ha sido seleccionado como libro nacional de Argentina, bajo el título genérico de «El Martín Fierro».",['literature'],el gaucho martn fierro es un poema narrativo escrito en verso por jos hernndez en 1872 obra literaria considerada ejemplar del gnero gauchesco tiene adems una continuacin la vuelta de martn fierro escrita en 1879 este ltimo libro tambin es conocido como la vuelta la primera parte como la ida la ida ha sido seleccionado como libro nacional de argentina bajo el ttulo genrico de el martn fierro,el gaucho martn fierro es un poema narrativo escrito en verso por jos hernndez en 1872 obra literaria considerada ejemplar del gnero gauchesco tiene adems una continuacin la vuelta de martn fierro escrita en 1879 este ltimo libro tambin es conocido como la vuelta la primera parte como la ida la ida ha sido seleccionado como libro nacional de argentina bajo el ttulo genrico de el martn fierro,"El Gaucho Martín Fierro es un poema narrativo, escrito en verso por José Hernández en 1872, obra literaria considerada ejemplar del género gauchesco. Tiene además una continuación, La vuelta de Martín Fierro, escrita en 1879, este último libro también es conocido como «La vuelta» y la primera parte, como «La ida». ""La ida"" ha sido seleccionado como libro nacional de Argentina, bajo el título genérico de «El Martín Fierro».",68,['poetry']
Sein und Zeit,"What is the meaning of being?"" This is the central question of Martin Heidegger's profoundly important work, in which the great philosopher seeks to explain the basic problems of existence. A central influence on later philosophy, literature, art, and criticism -- as well as existentialism and much of postmodern though.",['literature'],what meaning central question martin heidegger profoundly important work which great philosopher seek explain basic problem existence central influence later philosophy literature art criticism well existentialism much postmodern though,what meaning central question martin heidegger profoundly important work which great philosopher seeks explain basic problems existence central influence later philosophy literature art criticism well existentialism much postmodern though,"What is the meaning of being?"" This is the central question of Martin Heidegger's profoundly important work, in which the great philosopher seeks to explain the basic problems of existence. A central influence on later philosophy, literature, art, and criticism    as well as existentialism and much of postmodern though.",29,['poetry']
Drum-taps,"""Walt Whitman worked as a nurse in an army hospital during the Civil War and published Drum-Taps, his war poems, as the war was coming to an end. Later, the book came out in an expanded form, including 'When Lilacs Last in the Dooryard Bloom'd,' Whitman's passionate elegy for Lincoln. The most moving and enduring poetry to emerge from America's most tragic conflict, Drum-Taps also helped to create a new, modern poetry of war, a poetry not just of patriotic exhortation but of somber witness. Drum-Taps is thus a central work not only of the Civil War but of our war-torn times. But Drum-Taps as readers know it from Leaves of Grass is different from the work of 1865. Whitman cut and reorganized the book, reducing its breadth of feeling and raw immediacy. This edition, the first to present the book in its original form since its initial publication 150 years ago, is a revelation, allowing one of Whitman's greatest achievements to appear again in all its troubling glory""--Page [4] of cover.",['literature'],walt whitman work nurse army hospital during civil war publish drum taps his war poem war come end later book come out expand form include when lilac last dooryard bloomd whitman passionate elegy lincoln most moving endure poetry emerge america most tragic conflict drum taps also help create new modern poetry war poetry just patriotic exhortation somber witness drum taps thus central work only civil war war tear time drum taps reader know leave grass different work 1865 whitman cut reorganize book reduce breadth feeling raw immediacy edition first present book original form since initial publication 150 year ago revelation allow one whitman great achievement appear again all troubling glory page cover,walt whitman worked nurse army hospital during civil war published drum taps his war poems war coming end later book came out expanded form including when lilacs last dooryard bloomd whitman passionate elegy lincoln most moving enduring poetry emerge america most tragic conflict drum taps also helped create new modern poetry war poetry just patriotic exhortation somber witness drum taps thus central work only civil war war torn times drum taps readers know leaves grass different work 1865 whitman cut reorganized book reducing breadth feeling raw immediacy edition first present book original form since initial publication 150 years ago revelation allowing one whitman greatest achievements appear again all troubling glory page cover,"""Walt Whitman worked as a nurse in an army hospital during the Civil War and published Drum Taps, his war poems, as the war was coming to an end. Later, the book came out in an expanded form, including 'When Lilacs Last in the Dooryard Bloom'd,' Whitman's passionate elegy for Lincoln. The most moving and enduring poetry to emerge from America's most tragic conflict, Drum Taps also helped to create a new, modern poetry of war, a poetry not just of patriotic exhortation but of somber witness. Drum Taps is thus a central work not only of the Civil War but of our war torn times. But Drum Taps as readers know it from Leaves of Grass is different from the work of 1865. Whitman cut and reorganized the book, reducing its breadth of feeling and raw immediacy. This edition, the first to present the book in its original form since its initial publication 150 years ago, is a revelation, allowing one of Whitman's greatest achievements to appear again in all its troubling glory""  Page [4] of cover.",112,['poetry']
John Donne Poetry,"""This new Norton Critical Edition presents a comprehensive collection of Donne's poetry. The texts are divided into sections: ""Satires,"" ""Elegies,"" ""Verse Letters to Several Personages,"" ""Songs and Sonnets,"" and ""Divine Poems."" They have been scrupulously edited and are from the Westmoreland manuscript where possible - collated against the best exemplars from the most important families of Donne manuscripts: the Cambridge Balam, the Dublin Trinity, the O'Flahertie - and compared with all seven of the seventeenth-century printed editions of the poems as well as with the major twentieth-century editions. Annotations to the texts of the poems define uncommon terms and locate historical references."" """"Criticism"" is divided into four sections. ""Donne and Metaphysical Poetry"" includes seventeenth-century views on Donne and his style by Ben Jonson, Thomas Carew, Izaak Walton, John Dryden, Samuel Johnson, Dennis Flynn, and John Carey. ""Satires, Elegies, and Verse Letters"" offers insights into Donne's frequently overlooked early poems and their social and literary backgrounds, Collected here are selections by Arthur F. Marotti, M. Thomas Hester, Alan Armstrong, Achsah Guibbory, Margaret Maurer, Heather Dubrow, and Gary A. Stringer. Pieces on Donne the love poet are included in ""Songs and Sonnets,"" by Donald L. Guss, Patrick Cruttwell, John A. Clair, M. Thomas Hester, Theresa M. DiPasquale, and Camille Wells Slights. ""Holy Sonnets/Divine Poems"" includes essays that discuss Donne's struggles as a Christian, by R.V. Young, Louis L. Martz, David M. Sullivan, and Donald R. Dickson. A Chronology, Selected Bibliography, Index of Titles, and Index of First Lines are also included.""--Jacket.",['literature'],new norton critical edition present comprehensive collection donne poetry text divide into section satire elegies verse letter several personages song sonnet divine poems scrupulously edit westmoreland manuscript where possible collate against good exemplar most important family donne manuscript cambridge balam dublin trinity oflahertie compare all seven seventeenth century print edition poem well major twentieth century edition annotation text poem define uncommon term locate historical reference criticism divide into four section donne metaphysical poetry include seventeenth century view donne his style ben jonson thomas carew izaak walton john dryden samuel johnson dennis flynn john carey satire elegies verse letters offer insight into donne frequently overlook early poem social literary background collect here selection arthur marotti thomas hester alan armstrong achsah guibbory margaret maurer heather dubrow gary stringer piece donne love poet include song sonnet donald guss patrick cruttwell john clair thomas hester theresa dipasquale camille wells slights holy sonnets divine poems include essay discuss donne struggle christian rv young louis martz david sullivan donald dickson chronology selected bibliography index titles index first lines also include jacket,new norton critical edition presents comprehensive collection donne poetry texts divided into sections satires elegies verse letters several personages songs sonnets divine poems scrupulously edited westmoreland manuscript where possible collated against best exemplars most important families donne manuscripts cambridge balam dublin trinity oflahertie compared all seven seventeenth century printed editions poems well major twentieth century editions annotations texts poems define uncommon terms locate historical references criticism divided into four sections donne metaphysical poetry includes seventeenth century views donne his style ben jonson thomas carew izaak walton john dryden samuel johnson dennis flynn john carey satires elegies verse letters offers insights into donne frequently overlooked early poems social literary backgrounds collected here selections arthur marotti thomas hester alan armstrong achsah guibbory margaret maurer heather dubrow gary stringer pieces donne love poet included songs sonnets donald guss patrick cruttwell john clair thomas hester theresa dipasquale camille wells slights holy sonnets divine poems includes essays discuss donne struggles christian rv young louis martz david sullivan donald dickson chronology selected bibliography index titles index first lines also included jacket,"""This new Norton Critical Edition presents a comprehensive collection of Donne's poetry. The texts are divided into sections: ""Satires,"" ""Elegies,"" ""Verse Letters to Several Personages,"" ""Songs and Sonnets,"" and ""Divine Poems."" They have been scrupulously edited and are from the Westmoreland manuscript where possible   collated against the best exemplars from the most important families of Donne manuscripts: the Cambridge Balam, the Dublin Trinity, the O'Flahertie   and compared with all seven of the seventeenth century printed editions of the poems as well as with the major twentieth century editions. Annotations to the texts of the poems define uncommon terms and locate historical references."" """"Criticism"" is divided into four sections. ""Donne and Metaphysical Poetry"" includes seventeenth century views on Donne and his style by Ben Jonson, Thomas Carew, Izaak Walton, John Dryden, Samuel Johnson, Dennis Flynn, and John Carey. ""Satires, Elegies, and Verse Letters"" offers insights into Donne's frequently overlooked early poems and their social and literary backgrounds, Collected here are selections by Arthur F. Marotti, M. Thomas Hester, Alan Armstrong, Achsah Guibbory, Margaret Maurer, Heather Dubrow, and Gary A. Stringer. Pieces on Donne the love poet are included in ""Songs and Sonnets,"" by Donald L. Guss, Patrick Cruttwell, John A. Clair, M. Thomas Hester, Theresa M. DiPasquale, and Camille Wells Slights. ""Holy Sonnets/Divine Poems"" includes essays that discuss Donne's struggles as a Christian, by R.V. Young, Louis L. Martz, David M. Sullivan, and Donald R. Dickson. A Chronology, Selected Bibliography, Index of Titles, and Index of First Lines are also included.""  Jacket.",175,['poetry']
Phantasmagoria and Other Poems,"This is quite difficult get hold of. It was expertly illustrated by AB Frost whose illustartion surpass those of Tenniels for the Alice stories and those for Sylive and Bruno. It's a collection of first class poetry in the surreal nature of Edward Lear and Spike Milligan but with that same strangeness that Lewis Carrol is noted for and in the same vein as  the classic The Hunting Of The Snark. A version is available on Amazon within a Complete illustrated works edition but unfortunately it is not as complete as it claims and the illustrations are missing for A Tangled Tale. AB Frost is not mentioned in their summary so I took a gamble and bought it to replace my original copy which has vanished like Boojum. If you've not come across this title before then I reccomend the Amazon version, it will blow your mind but I wouldn't reccomend trying to get hold of a copy without Frosts illustrations  as they are genius within their own right. Frost doesn't get the credit that he is due and his work is difficult to get hold of online, which is a shame as for me he is the king of the genre. Carrol is a genius too but then you wouldn't be reading this if you didn't already know that. Right, I must go and feed my popinjay!
John Chadwick    http://jdchadwick.blogspot.com/",['literature'],quite difficult get hold expertly illustrate ab frost whose illustartion surpass tenniels alice story sylive bruno collection first class poetry surreal nature edward lear spike milligan same strangeness lewis carrol note same vein classic hunting snark version available amazon within complete illustrated work edition unfortunately complete claim illustration miss tangled tale ab frost mention summary take gamble buy replace original copy which vanish like boojum come across title before then reccomend amazon version will blow mind would reccomend try get hold copy frost illustration genius within own right frost get credit he due his work difficult get hold online which shame he king genre carrol genius too then would read already know right must go feed popinjay john chadwick httpjdchadwickblogspotcom,quite difficult get hold expertly illustrated ab frost whose illustartion surpass tenniels alice stories sylive bruno collection first class poetry surreal nature edward lear spike milligan same strangeness lewis carrol noted same vein classic hunting snark version available amazon within complete illustrated works edition unfortunately complete claims illustrations missing tangled tale ab frost mentioned summary took gamble bought replace original copy which vanished like boojum come across title before then reccomend amazon version will blow mind would reccomend trying get hold copy frosts illustrations genius within own right frost get credit he due his work difficult get hold online which shame he king genre carrol genius too then would reading already know right must go feed popinjay john chadwick httpjdchadwickblogspotcom,"This is quite difficult get hold of. It was expertly illustrated by AB Frost whose illustartion surpass those of Tenniels for the Alice stories and those for Sylive and Bruno. It's a collection of first class poetry in the surreal nature of Edward Lear and Spike Milligan but with that same strangeness that Lewis Carrol is noted for and in the same vein as  the classic The Hunting Of The Snark. A version is available on Amazon within a Complete illustrated works edition but unfortunately it is not as complete as it claims and the illustrations are missing for A Tangled Tale. AB Frost is not mentioned in their summary so I took a gamble and bought it to replace my original copy which has vanished like Boojum. If you've not come across this title before then I reccomend the Amazon version, it will blow your mind but I wouldn't reccomend trying to get hold of a copy without Frosts illustrations  as they are genius within their own right. Frost doesn't get the credit that he is due and his work is difficult to get hold of online, which is a shame as for me he is the king of the genre. Carrol is a genius too but then you wouldn't be reading this if you didn't already know that. Right, I must go and feed my popinjay!
John Chadwick    http://jdchadwick.blogspot.com/",120,['poetry']
Evgeniĭ Onegin,"Eugene Onegin (Russian: Евге́ний Оне́гин, BGN/PCGN: Yevgeniy Onegin) is a novel in verse written by Alexander Pushkin.

It is a classic of Russian literature, and its eponymous protagonist has served as the model for a number of Russian literary heroes (so-called superfluous men). It was published in serial form between 1825 and 1832. The first complete edition was published in 1833, and the currently accepted version is based on the 1837 publication.

Almost the entire work is made up of 389 stanzas of iambic tetrameter with the unusual rhyme scheme ""AbAbCCddEffEgg"", where the uppercase letters represent feminine rhymes while the lowercase letters represent masculine rhymes. This form has come to be known as the ""Onegin stanza"" or the ""Pushkin sonnet.""

The rhythm, innovative rhyme scheme, the natural tone and diction, and the economical transparency of presentation all demonstrate the virtuosity which has been instrumental in proclaiming Pushkin as the undisputed master of Russian poetry.

The story is told by a narrator (a lightly fictionalized version of Pushkin's public image), whose tone is educated, worldly, and intimate. The narrator digresses at times, usually to expand on aspects of this social and intellectual world. This allows for a development of the characters and emphasises the drama of the plot despite its relative simplicity.

The book is admired for the artfulness of its verse narrative as well as for its exploration of life, death, love, ennui, convention and passion. It influenced Vikram Seth's Golden Gate.",['literature'],eugene onegin russian bgn pcgn yevgeniy onegin novel verse write alexander pushkin classic russian literature eponymous protagonist serve model number russian literary hero call superfluous man publish serial form between 1825 1832 first complete edition publish 1833 currently accept version base 1837 publication almost entire work make up 389 stanza iambic tetrameter unusual rhyme scheme ababccddeffegg where uppercase letter represent feminine rhyme while lowercase letter represent masculine rhyme form come know onegin stanza pushkin sonnet rhythm innovative rhyme scheme natural tone diction economical transparency presentation all demonstrate virtuosity which instrumental proclaim pushkin undisputed master russian poetry story tell narrator lightly fictionalize version pushkin public image whose tone educate worldly intimate narrator digress time usually expand aspect social intellectual world allow development character emphasise drama plot despite relative simplicity book admire artfulness verse narrative well exploration life death love ennui convention passion influence vikram seth golden gate,eugene onegin russian bgn pcgn yevgeniy onegin novel verse written alexander pushkin classic russian literature eponymous protagonist served model number russian literary heroes called superfluous men published serial form between 1825 1832 first complete edition published 1833 currently accepted version based 1837 publication almost entire work made up 389 stanzas iambic tetrameter unusual rhyme scheme ababccddeffegg where uppercase letters represent feminine rhymes while lowercase letters represent masculine rhymes form come known onegin stanza pushkin sonnet rhythm innovative rhyme scheme natural tone diction economical transparency presentation all demonstrate virtuosity which instrumental proclaiming pushkin undisputed master russian poetry story told narrator lightly fictionalized version pushkin public image whose tone educated worldly intimate narrator digresses times usually expand aspects social intellectual world allows development characters emphasises drama plot despite relative simplicity book admired artfulness verse narrative well exploration life death love ennui convention passion influenced vikram seth golden gate,"Eugene Onegin (Russian: Евге́ний Оне́гин, BGN/PCGN: Yevgeniy Onegin) is a novel in verse written by Alexander Pushkin.
It is a classic of Russian literature, and its eponymous protagonist has served as the model for a number of Russian literary heroes (so called superfluous men). It was published in serial form between 1825 and 1832. The first complete edition was published in 1833, and the currently accepted version is based on the 1837 publication.
Almost the entire work is made up of 389 stanzas of iambic tetrameter with the unusual rhyme scheme ""AbAbCCddEffEgg"", where the uppercase letters represent feminine rhymes while the lowercase letters represent masculine rhymes. This form has come to be known as the ""Onegin stanza"" or the ""Pushkin sonnet.""
The rhythm, innovative rhyme scheme, the natural tone and diction, and the economical transparency of presentation all demonstrate the virtuosity which has been instrumental in proclaiming Pushkin as the undisputed master of Russian poetry.
The story is told by a narrator (a lightly fictionalized version of Pushkin's public image), whose tone is educated, worldly, and intimate. The narrator digresses at times, usually to expand on aspects of this social and intellectual world. This allows for a development of the characters and emphasises the drama of the plot despite its relative simplicity.
The book is admired for the artfulness of its verse narrative as well as for its exploration of life, death, love, ennui, convention and passion. It influenced Vikram Seth's Golden Gate.",146,['poetry']
